,cpu_usage
1534,0.22830649
1535,0.07870953
1536,0.07870953
1537,0.07810853
1538,0.05858372
1539,0.05858372
1540,0.06996838
1541,0.06996838
1542,0.06996838
1543,0.13791984
1544,0.13791984
1545,0.1036146
1546,0.1394246
1547,0.1394246
1548,0.12371699
1549,0.12371699
1550,0.24503854
1551,0.24489354
1552,0.24489354
1553,0.20420604
1554,0.12705614
1555,0.06766272
1556,0.06766272
1557,0.06766272
1558,0.12665274
1559,0.12665274
1560,0.10083704
1561,0.10083704
1562,0.10083704
1563,0.05738988
1564,0.05738988
1565,0.06376772
1566,0.06100672
1567,0.06100672
1568,0.05788162
1569,0.05788162
1570,0.06987552
1571,0.06987552
1572,0.06987552
1573,0.12539894
1574,0.12539894
1575,0.09888409
1576,0.09888409
1577,0.09888409
1578,0.05498362
1579,0.05498362
1580,0.07955233
1581,0.07905033
1582,0.07905033
1583,0.14917349
1584,0.14917349
1585,0.16013135
1586,0.16013135
1587,0.16013135
1588,0.19367706
1589,0.19367706
1590,0.10476561
1591,0.10476561
1592,0.10476561
1593,0.06594909
1594,0.06594909
1595,0.05968834
1596,0.05928034
1597,0.05928034
1598,0.05362263
1599,0.05362263
1600,0.05936453
1601,0.05936453
1602,0.05936453
1603,0.11626084
1604,0.11626084
1605,0.1253285
1606,0.1253285
1607,0.1253285
1608,0.05333468
1609,0.05333468
1610,0.05425083
1611,0.05399083
1612,0.09498583
1613,0.05848748
1614,0.05848748
1615,0.06103152
1616,0.06103152
1617,0.06103152
1618,0.12840279
1619,0.12840279
1620,0.11578655
1621,0.11578655
1622,0.11578655
1623,0.06060323
1624,0.06060323
1625,0.05751052
1626,0.05705652
1627,0.05705652
1628,0.05054157
1629,0.05054157
1630,0.06176252
1631,0.06176252
1632,0.06176252
1633,0.11711684
1634,0.11711684
1635,0.09896364
1636,0.09896364
1637,0.09896364
1638,0.05678652
1639,0.05678652
1640,0.06290572
1641,0.06290572
1642,0.06290572
1643,0.11274538
1644,0.11274538
1645,0.10198623
1646,0.10198623
1647,0.10198623
1648,0.1771075
1649,0.1771075
1650,0.15999326
1651,0.15999326
1652,0.15999326
1653,0.0926139
1654,0.0926139
1655,0.05598663
1656,0.05583763
1657,0.05558263
1658,0.05254668
1659,0.05254668
1660,0.06377082
1661,0.06377082
1662,0.06377082
1663,0.12127179
1664,0.15264179
1665,0.14613464
1666,0.14613464
1667,0.14967464
1668,0.09991779
1669,0.09991779
1670,0.11285754
1671,0.11211254
1672,0.11211254
1673,0.09892704
1674,0.09892704
1675,0.10666174
1676,0.10666174
1677,0.10666174
1678,0.16380325
1679,0.16380325
1680,0.1474675
1681,0.1474675
1682,0.1474675
1683,0.08546014
1684,0.08546014
1685,0.19814115
1686,0.19720915
1687,0.19720915
1688,0.18749415
1689,0.18885615
1690,0.10980751
1691,0.10980751
1692,0.10980751
1693,0.18871707
1694,0.18871707
1695,0.23434231
1696,0.23434231
1697,0.13052231
1698,0.09785304
1699,0.09785304
1700,0.06716538
1701,0.06716538
1702,0.06135638
1703,0.06129377
1704,0.06129377
1705,0.07706768
1706,0.07706768
1707,0.07706768
1708,0.13404129
1709,0.13333369
1710,0.10307933
1711,0.10307933
1712,0.10307933
1713,0.05384778
1714,0.05384778
1715,0.06004562
1716,0.05943162
1717,0.05943162
1718,0.05746633
1719,0.05746633
1720,0.10580844
1721,0.10723344
1722,0.14036944
1723,0.21488411
1724,0.21488411
1725,0.18573935
1726,0.18573935
1727,0.18573935
1728,0.14096115
1729,0.14073225
1730,0.1397943
1731,0.1403243
1732,0.1398783
1733,0.13135544
1734,0.13135544
1735,0.12264769
1736,0.12264769
1737,0.17922769
1738,0.15580369
1739,0.15580369
1740,0.14407184
1741,0.13483984
1742,0.13739984
1743,0.08497623
1744,0.08497623
1745,0.11029094
1746,0.11008694
1747,0.11008694
1748,0.09639308
1749,0.09639308
1750,0.14779988
1751,0.14779988
1752,0.14779988
1753,0.1976374
1754,0.2028294
1755,0.18174364
1756,0.18174364
1757,0.18174364
1758,0.12511578
1759,0.12511578
1760,0.14234378
1761,0.13532578
1762,0.13410578
1763,0.15964378
1764,0.14847378
1765,0.16376268
1766,0.16401268
1767,0.16053268
1768,0.21311364
1769,0.21311364
1770,0.18788559
1771,0.18788559
1772,0.18788559
1773,0.14591159
1774,0.14591159
1775,0.15059259
1776,0.15059259
1777,0.14992859
1778,0.14053078
1779,0.14053078
1780,0.15180174
1781,0.15180174
1782,0.15141174
1783,0.22762511
1784,0.21980511
1785,0.18953464
1786,0.21087464
1787,0.21087464
1788,0.14490974
1789,0.14490974
1790,0.14757578
1791,0.14492978
1792,0.13829978
1793,0.13482793
1794,0.13482793
1795,0.15595893
1796,0.12918893
1797,0.12918893
1798,0.19329325
1799,0.19329325
1800,0.16159779
1801,0.16159779
1802,0.16159779
1803,0.09709213
1804,0.09709213
1805,0.09970888
1806,0.09735188
1807,0.09651188
1808,0.14107069
1809,0.14107069
1810,0.13335179
1811,0.13335179
1812,0.13335179
1813,0.23882131
1814,0.23882131
1815,0.16383365
1816,0.16383365
1817,0.16383365
1818,0.11658869
1819,0.10660309
1820,0.10842913
1821,0.10780613
1822,0.11113613
1823,0.11264378
1824,0.14664378
1825,0.16791554
1826,0.16791554
1827,0.16473554
1828,0.2204142
1829,0.2204142
1830,0.19083744
1831,0.19083744
1832,0.19083744
1833,0.14475764
1834,0.14475764
1835,0.1509134
1836,0.1504724
1837,0.1504724
1838,0.11487878
1839,0.11487878
1840,0.12395364
1841,0.12395364
1842,0.12395364
1843,0.20295421
1844,0.20295421
1845,0.16831744
1846,0.16831744
1847,0.16831744
1848,0.10681859
1849,0.10681859
1850,0.09384884
1851,0.09337184
1852,0.09337184
1853,0.11244089
1854,0.11244089
1855,0.12103969
1856,0.12103969
1857,0.12103969
1858,0.20924131
1859,0.20924131
1860,0.15667144
1861,0.15667144
1862,0.15695944
1863,0.12554864
1864,0.13418064
1865,0.15485864
1866,0.15427164
1867,0.15427164
1868,0.15316474
1869,0.15316474
1870,0.16785988
1871,0.16351988
1872,0.16351988
1873,0.2262746
1874,0.2262746
1875,0.19216464
1876,0.19746464
1877,0.20533464
1878,0.15061294
1879,0.15061294
1880,0.15383074
1881,0.15304574
1882,0.14066574
1883,0.15057978
1884,0.16083978
1885,0.16754084
1886,0.16754084
1887,0.16754084
1888,0.23100554
1889,0.23100554
1890,0.19846464
1891,0.19846464
1892,0.19846464
1893,0.14957888
1894,0.14957888
1895,0.15452388
1896,0.15390688
1897,0.15390688
1898,0.14104088
1899,0.14104088
1900,0.16014894
1901,0.16014894
1902,0.16014894
1903,0.2210927
1904,0.2210927
1905,0.18734179
1906,0.18734179
1907,0.18734179
1908,0.15902474
1909,0.15902474
1910,0.17068554
1911,0.17024154
1912,0.17024154
1913,0.14677594
1914,0.14677594
1915,0.15947488
1916,0.15947488
1917,0.15947488
1918,0.21200464
1919,0.21200464
1920,0.19211364
1921,0.19605364
1922,0.19605364
1923,0.16101949
1924,0.16101949
1925,0.15287788
1926,0.15287788
1927,0.15196688
1928,0.14432903
1929,0.14432903
1930,0.15266794
1931,0.15266794
1932,0.15266794
1933,0.21356555
1934,0.21356555
1935,0.18455269
1936,0.18455269
1937,0.18455269
1938,0.14617903
1939,0.14617903
1940,0.13428293
1941,0.13365493
1942,0.13365493
1943,0.13274088
1944,0.13274088
1945,0.15491888
1946,0.15491888
1947,0.15491888
1948,0.22462559
1949,0.22462559
1950,0.18781084
1951,0.18351084
1952,0.17850084
1953,0.14372378
1954,0.17021378
1955,0.17358858
1956,0.17714458
1957,0.17714458
1958,0.18207754
1959,0.18207754
1960,0.18859364
1961,0.18859364
1962,0.18859364
1963,0.2520204
1964,0.2520204
1965,0.22062844
1966,0.22062844
1967,0.23544844
1968,0.17649944
1969,0.17649944
1970,0.18198254
1971,0.18116754
1972,0.18116754
1973,0.17865069
1974,0.17922069
1975,0.20719274
1976,0.20719274
1977,0.20719274
1978,0.24775555
1979,0.24775555
1980,0.19322164
1981,0.19203164
1982,0.19203164
1983,0.16030774
1984,0.16030774
1985,0.15301794
1986,0.15271894
1987,0.15271894
1988,0.14862584
1989,0.14862584
1990,0.15947774
1991,0.15947774
1992,0.15947774
1993,0.2241056
1994,0.2241056
1995,0.19386069
1996,0.18627149
1997,0.18542269
1998,0.18776588
1999,0.18776588
2000,0.19021178
2001,0.18895678
2002,0.18895678
2003,0.18449278
2004,0.18449278
2005,0.20078559
2006,0.20078559
2007,0.20078559
2008,0.2586775
2009,0.2586775
2010,0.24348554
2011,0.24348554
2012,0.24348554
2013,0.19340778
2014,0.18893978
2015,0.19097358
2016,0.19048358
2017,0.19048358
2018,0.18370668
2019,0.18370668
2020,0.19137178
2021,0.19137178
2022,0.18313178
2023,0.2609075
2024,0.2605375
2025,0.23048654
2026,0.23048654
2027,0.23048654
2028,0.18719664
2029,0.18719664
2030,0.19314759
2031,0.19254659
2032,0.19254659
2033,0.18936849
2034,0.18936849
2035,0.20173459
2036,0.20173459
2037,0.20173459
2038,0.26567897
2039,0.25119897
2040,0.24163659
2041,0.23595659
2042,0.23595659
2043,0.14806474
2044,0.14806474
2045,0.14580778
2046,0.14647878
2047,0.14565878
2048,0.16101749
2049,0.16101749
2050,0.11861298
2051,0.11861298
2052,0.11861298
2053,0.20227774
2054,0.20227774
2055,0.23614064
2056,0.23521364
2057,0.23521364
2058,0.16032349
2059,0.16032349
2060,0.20128049
2061,0.19984549
2062,0.19939949
2063,0.17842063
2064,0.17842063
2065,0.18895268
2066,0.15577268
2067,0.15577268
2068,0.18659254
2069,0.18659254
2070,0.1945794
2071,0.1945794
2072,0.1945794
2073,0.14971388
2074,0.14971388
2075,0.15341098
2076,0.15317998
2077,0.15317998
2078,0.15261008
2079,0.15261008
2080,0.15593703
2081,0.16756703
2082,0.17653813
2083,0.23643654
2084,0.23643654
2085,0.20917988
2086,0.20917988
2087,0.20917988
2088,0.15683588
2089,0.15683588
2090,0.14847998
2091,0.14787898
2092,0.14787898
2093,0.14160902
2094,0.14160902
2095,0.16249982
2096,0.16249982
2097,0.40830982
2098,0.41626223
2099,0.41626223
2100,0.46545318
2101,0.46545318
2102,0.38659318
2103,0.32301638
2104,0.32301638
2105,0.15938588
2106,0.15885288
2107,0.15885288
2108,0.15053703
2109,0.15053703
2110,0.16052503
2111,0.17895503
2112,0.17895503
2113,0.23730744
2114,0.23730744
2115,0.20777984
2116,0.20777984
2117,0.20777984
2118,0.16747193
2119,0.16747193
2120,0.15540198
2121,0.15540198
2122,0.15460598
2123,0.15291893
2124,0.28791893
2125,0.31618274
2126,0.31618274
2127,0.31618274
2128,0.37524504
2129,0.37524504
2130,0.2697046
2131,0.2697046
2132,0.2697046
2133,0.15198683
2134,0.15198683
2135,0.15467893
2136,0.15467893
2137,0.15412793
2138,0.14999578
2139,0.14999578
2140,0.16187688
2141,0.16187688
2142,0.16187688
2143,0.21113574
2144,0.21113574
2145,0.19798668
2146,0.19815168
2147,0.19798668
2148,0.14782383
2149,0.14725583
2150,0.26961468
2151,0.26881568
2152,0.29029568
2153,0.29965678
2154,0.29965678
2155,0.27330354
2156,0.27330354
2157,0.27330354
2158,0.23688068
2159,0.21257068
2160,0.19866574
2161,0.19866574
2162,0.19866574
2163,0.14747488
2164,0.14747488
2165,0.15512803
2166,0.15383293
2167,0.15345583
2168,0.14061808
2169,0.14061808
2170,0.14327013
2171,0.14327013
2172,0.14327013
2173,0.21549178
2174,0.21635578
2175,0.21265948
2176,0.21265948
2177,0.21175638
2178,0.14201053
2179,0.14201053
2180,0.14448918
2181,0.14448918
2182,0.14392518
2183,0.14013962
2184,0.14013962
2185,0.14705798
2186,0.14691018
2187,0.10000678
2188,0.16785269
2189,0.16785269
2190,0.14879078
2191,0.14879078
2192,0.14879078
2193,0.08771218
2194,0.08771218
2195,0.09157718
2196,0.09157718
2197,0.09108718
2198,0.08780528
2199,0.08780528
2200,0.10311228
2201,0.10311228
2202,0.10311228
2203,0.16563179
2204,0.16563179
2205,0.14526698
2206,0.14526698
2207,0.14526698
2208,0.09284313
2209,0.09284313
2210,0.11933374
2211,0.11873274
2212,0.11873274
2213,0.08850413
2214,0.08850413
2215,0.10264513
2216,0.09741513
2217,0.11306513
2218,0.16209464
2219,0.17006464
2220,0.14561079
2221,0.14235079
2222,0.14235079
2223,0.10639304
2224,0.10639304
2225,0.13450674
2226,0.13361974
2227,0.13361974
2228,0.11407203
2229,0.11407203
2230,0.12585548
2231,0.12585548
2232,0.12585548
2233,0.20579325
2234,0.22184325
2235,0.2080842
2236,0.2080842
2237,0.2080842
2238,0.1577183
2239,0.1577183
2240,0.13524634
2241,0.13444834
2242,0.13444834
2243,0.13981174
2244,0.13981174
2245,0.14270714
2246,0.14270714
2247,0.14270714
2248,0.20554244
2249,0.20554244
2250,0.18792599
2251,0.18792599
2252,0.18807099
2253,0.14994904
2254,0.14994904
2255,0.15291724
2256,0.15242424
2257,0.15328054
2258,0.13296388
2259,0.13296388
2260,0.14528183
2261,0.14528183
2262,0.14528183
2263,0.20783249
2264,0.20783249
2265,0.18951354
2266,0.18951354
2267,0.18951354
2268,0.13290689
2269,0.13290689
2270,0.14487138
2271,0.14583638
2272,0.14508638
2273,0.12700868
2274,0.12700868
2275,0.13844258
2276,0.13844258
2277,0.13844258
2278,0.19582589
2279,0.19582589
2280,0.18697019
2281,0.18697019
2282,0.18697019
2283,0.14483929
2284,0.14483929
2285,0.13504268
2286,0.13504268
2287,0.13440868
2288,0.12913003
2289,0.12913003
2290,0.14638393
2291,0.14638393
2292,0.14638393
2293,0.19707819
2294,0.19707819
2295,0.18652159
2296,0.18652159
2297,0.18652159
2298,0.21137864
2299,0.21137864
2300,0.14888994
2301,0.14888994
2302,0.14807794
2303,0.13184804
2304,0.13184804
2305,0.20320819
2306,0.15645819
2307,0.15645819
2308,0.1876068
2309,0.1876068
2310,0.17278109
2311,0.17278109
2312,0.17278109
2313,0.12047138
2314,0.12047138
2315,0.12439453
2316,0.12439453
2317,0.12392953
2318,0.11135528
2319,0.08434528
2320,0.10362538
2321,0.10362538
2322,0.10362538
2323,0.15835914
2324,0.15835914
2325,0.14126259
2326,0.14126259
2327,0.14126259
2328,0.08172913
2329,0.08093913
2330,0.09677928
2331,0.08843528
2332,0.08843528
2333,0.08208638
2334,0.08208638
2335,0.09775014
2336,0.09775014
2337,0.09775014
2338,0.15964734
2339,0.15964734
2340,0.11688354
2341,0.11688354
2342,0.11688354
2343,0.08443853
2344,0.08443853
2345,0.08629648
2346,0.08538448
2347,0.08538448
2348,0.08013358
2349,0.08013358
2350,0.10861954
2351,0.11137754
2352,0.11137754
2353,0.16590694
2354,0.20441694
2355,0.15678939
2356,0.15678939
2357,0.15678939
2358,0.09409693
2359,0.10434693
2360,0.09446753
2361,0.09132253
2362,0.09132253
2363,0.10439689
2364,0.10306309
2365,0.11398984
2366,0.11398984
2367,0.11398984
2368,0.15331604
2369,0.14979504
2370,0.13997729
2371,0.13997729
2372,0.13997729
2373,0.09398128
2374,0.09398128
2375,0.09220618
2376,0.09220618
2377,0.09148518
2378,0.08528663
2379,0.08528663
2380,0.09098433
2381,0.09098433
2382,0.09098433
2383,0.14780459
2384,0.14925759
2385,0.2034088
2386,0.2034088
2387,0.2034088
2388,0.11060234
2389,0.11060234
2390,0.08361229
2391,0.08361229
2392,0.08310429
2393,0.15466885
2394,0.15466885
2395,0.11157313
2396,0.12283313
2397,0.10975913
2398,0.16646869
2399,0.16646869
2400,0.16603588
2401,0.16603588
2402,0.16603588
2403,0.09172573
2404,0.09172573
2405,0.09534588
2406,0.09834388
2407,0.09769488
2408,0.08732958
2409,0.08695098
2410,0.10491298
2411,0.10491298
2412,0.14882298
2413,0.20190309
2414,0.20127649
2415,0.16284729
2416,0.16224459
2417,0.15159959
2418,0.09434588
2419,0.09434588
2420,0.08139273
2421,0.08139273
2422,0.08322473
2423,0.08489345
2424,0.08479713
2425,0.10316698
2426,0.13066698
2427,0.13066698
2428,0.16456364
2429,0.16456364
2430,0.13526269
2431,0.13526269
2432,0.13373269
2433,0.07961723
2434,0.07961723
2435,0.11327868
2436,0.14667568
2437,0.14697568
2438,0.19349964
2439,0.19328964
2440,0.17663554
2441,0.17663554
2442,0.17663554
2443,0.1820493
2444,0.1820493
2445,0.2110184
2446,0.2110184
2447,0.1906984
2448,0.13349574
2449,0.13349574
2450,0.11146588
2451,0.11146588
2452,0.10785088
2453,0.11170888
2454,0.11170888
2455,0.12303078
2456,0.12303078
2457,0.12315078
2458,0.17213854
2459,0.17213854
2460,0.14909159
2461,0.14909159
2462,0.15140159
2463,0.11312994
2464,0.11312994
2465,0.09552903
2466,0.09531703
2467,0.09531703
2468,0.10453688
2469,0.10658388
2470,0.11732688
2471,0.11732688
2472,0.11732688
2473,0.19786744
2474,0.19786744
2475,0.16734065
2476,0.16734065
2477,0.16734065
2478,0.11175574
2479,0.11175574
2480,0.11482884
2481,0.11482884
2482,0.11413884
2483,0.10275794
2484,0.10275794
2485,0.13158104
2486,0.12545504
2487,0.12545504
2488,0.17544015
2489,0.17544015
2490,0.16037081
2491,0.16037081
2492,0.16037081
2493,0.1069565
2494,0.1069565
2495,0.1094897
2496,0.1085717
2497,0.1085717
2498,0.12356044
2499,0.12356044
2500,0.13301399
2501,0.13973199
2502,0.14096199
2503,0.21316391
2504,0.21316391
2505,0.18476475
2506,0.18476475
2507,0.18476475
2508,0.12768919
2509,0.12768919
2510,0.12326824
2511,0.12356924
2512,0.12356924
2513,0.12190649
2514,0.12190649
2515,0.15878074
2516,0.15878074
2517,0.15878074
2518,0.20525695
2519,0.20525695
2520,0.16166645
2521,0.16166645
2522,0.16166645
2523,0.11958896
2524,0.11958896
2525,0.14344106
2526,0.14124106
2527,0.18348106
2528,0.16197926
2529,0.16197926
2530,0.19353271
2531,0.19353271
2532,0.19353271
2533,0.24636872
2534,0.24636872
2535,0.23939777
2536,0.24995777
2537,0.23851777
2538,0.18101891
2539,0.18101891
2540,0.17736867
2541,0.17736867
2542,0.17724167
2543,0.18038757
2544,0.18038757
2545,0.19958567
2546,0.19958567
2547,0.19958567
2548,0.25958757
2549,0.25715757
2550,0.23941677
2551,0.23941677
2552,0.23941677
2553,0.17869567
2554,0.17952567
2555,0.18416521
2556,0.18568521
2557,0.18479221
2558,0.19308911
2559,0.19308911
2560,0.18225705
2561,0.18225705
2562,0.18225705
2563,0.23111056
2564,0.23111056
2565,0.22256251
2566,0.22979151
2567,0.22979151
2568,0.17783295
2569,0.17783295
2570,0.23624946
2571,0.23624946
2572,0.23537546
2573,0.24031521
2574,0.24031521
2575,0.2066849
2576,0.1961749
2577,0.1961749
2578,0.33405321
2579,0.32895321
2580,0.27240516
2581,0.27240516
2582,0.27240516
2583,0.16999291
2584,0.16999291
2585,0.18197885
2586,0.18112385
2587,0.18112385
2588,0.1711942
2589,0.1711942
2590,0.19610855
2591,0.19610855
2592,0.19610855
2593,0.27689496
2594,0.27689496
2595,0.29858721
2596,0.29858721
2597,0.29858721
2598,0.1973736
2599,0.1973736
2600,0.19023895
2601,0.19023895
2602,0.18963595
2603,0.1423102
2604,0.1423102
2605,0.15603179
2606,0.15535369
2607,0.15535369
2608,0.21257731
2609,0.21257731
2610,0.17087259
2611,0.17087259
2612,0.17087259
2613,0.12283893
2614,0.12136893
2615,0.13408183
2616,0.13408183
2617,0.13326283
2618,0.12703188
2619,0.12886888
2620,0.14179184
2621,0.14179184
2622,0.14051184
2623,0.2230426
2624,0.2230426
2625,0.18996145
2626,0.18996145
2627,0.19082925
2628,0.12903194
2629,0.12903194
2630,0.14657774
2631,0.14615374
2632,0.14615374
2633,0.13839788
2634,0.14489788
2635,0.15936288
2636,0.18017288
2637,0.15936288
2638,0.24286431
2639,0.24286431
2640,0.16354155
2641,0.16354155
2642,0.14957955
2643,0.1391535
2644,0.1371625
2645,0.09852548
2646,0.09801528
2647,0.09801528
2648,0.10407088
2649,0.11989788
2650,0.12088344
2651,0.11987644
2652,0.11987644
2653,0.1840922
2654,0.2018504
2655,0.16629054
2656,0.16465754
2657,0.16465754
2658,0.09814514
2659,0.09233914
2660,0.09492273
2661,0.09492273
2662,0.09432573
2663,0.12191589
2664,0.14739589
2665,0.12908664
2666,0.12523764
2667,0.12523764
2668,0.18809595
2669,0.18809595
2670,0.16439414
2671,0.16439414
2672,0.16439414
2673,0.11366518
2674,0.11366518
2675,0.11167403
2676,0.13093703
2677,0.13093703
2678,0.10202813
2679,0.10202813
2680,0.13148804
2681,0.13148804
2682,0.11595804
2683,0.18290054
2684,0.18180754
2685,0.1866016
2686,0.1866016
2687,0.2217616
2688,0.17495554
2689,0.17495554
2690,0.19545944
2691,0.17461944
2692,0.14969044
2693,0.15058949
2694,0.15058949
2695,0.12853554
2696,0.12853554
2697,0.12853554
2698,0.09334178
2699,0.09334178
2700,0.08738328
2701,0.08738328
2702,0.08738328
2703,0.09078123
2704,0.09078123
2705,0.1247124
2706,0.1247124
2707,0.1247124
2708,0.10320823
2709,0.10320823
2710,0.09835523
2711,0.09835523
2712,0.09835523
2713,0.09922523
2714,0.09922523
2715,0.10120918
2716,0.09806618
2717,0.09806618
2718,0.10133313
2719,0.12599313
2720,0.10120208
2721,0.10120208
2722,0.10120208
2723,0.25942028
2724,0.25942028
2725,0.26531622
2726,0.26531622
2727,0.26531622
2728,0.28151532
2729,0.28151532
2730,0.28419652
2731,0.28419652
2732,0.28419652
2733,0.27871952
2734,0.27871952
2735,0.27854032
2736,0.27854032
2737,0.27854032
2738,0.26123032
2739,0.26123032
2740,0.27213308
2741,0.27213308
2742,0.27213308
2743,0.18760913
2744,0.08011703
2745,0.14184378
2746,0.14184378
2747,0.10748378
2748,0.07464158
2749,0.07413038
2750,0.08641613
2751,0.08641613
2752,0.08641613
2753,0.20604604
2754,0.25841604
2755,0.19356004
2756,0.18802244
2757,0.19838004
2758,0.19220934
2759,0.19333934
2760,0.19707674
2761,0.19707674
2762,0.20927674
2763,0.18978679
2764,0.18978679
2765,0.14881418
2766,0.14881418
2767,0.14881418
2768,0.16044004
2769,0.13377004
2770,0.16931374
2771,0.16931374
2772,0.16931374
2773,0.13601529
2774,0.13601529
2775,0.10034093
2776,0.10112203
2777,0.10034093
2778,0.10122513
2779,0.10059913
2780,0.09182828
2781,0.09182828
2782,0.09182828
2783,0.12004068
2784,0.12004068
2785,0.19625194
2786,0.19625194
2787,0.19625194
2788,0.1449899
2789,0.2365399
2790,0.19504039
2791,0.20647039
2792,0.20591739
2793,0.10208764
2794,0.10155364
2795,0.18815409
2796,0.18815409
2797,0.18815409
2798,0.19885579
2799,0.23059579
2800,0.19316224
2801,0.19967824
2802,0.19078184
2803,0.16376264
2804,0.16376264
2805,0.10722948
2806,0.10403648
2807,0.10352448
2808,0.10536093
2809,0.10492993
2810,0.09796378
2811,0.10143478
2812,0.09796378
2813,0.12456198
2814,0.12456198
2815,0.17895979
2816,0.17599579
2817,0.17599579
2818,0.13074004
2819,0.13074004
2820,0.14608328
2821,0.14608328
2822,0.09847328
2823,0.09430898
2824,0.09430898
2825,0.09251798
2826,0.09251798
2827,0.09251798
2828,0.11749978
2829,0.11749978
2830,0.18604371
2831,0.18604371
2832,0.18604371
2833,0.1624093
2834,0.1624093
2835,0.15516494
2836,0.09712494
2837,0.09673894
2838,0.09249304
2839,0.09192604
2840,0.09314498
2841,0.09314498
2842,0.09314498
2843,0.11697628
2844,0.11697628
2845,0.15714938
2846,0.15714938
2847,0.15714938
2848,0.19466518
2849,0.15529518
2850,0.09551393
2851,0.09551393
2852,0.09535793
2853,0.14961519
2854,0.14103729
2855,0.26272065
2856,0.26272065
2857,0.30728065
2858,0.37905791
2859,0.37905791
2860,0.2933937
2861,0.3633437
2862,0.2481437
2863,0.2128956
2864,0.2128956
2865,0.12631104
2866,0.16556104
2867,0.12604804
2868,0.16246044
2869,0.16204444
2870,0.3210804
2871,0.3210804
2872,0.3169644
2873,0.36409754
2874,0.36409754
2875,0.39453785
2876,0.39453785
2877,0.39453785
2878,0.36940851
2879,0.36940851
2880,0.35545735
2881,0.35545735
2882,0.35813735
2883,0.3515445
2884,0.3506985
2885,0.34412165
2886,0.34412165
2887,0.34412165
2888,0.36216861
2889,0.36216861
2890,0.38966251
2891,0.38966251
2892,0.38966251
2893,0.37981546
2894,0.37981546
2895,0.35840731
2896,0.35840731
2897,0.35794531
2898,0.35884125
2899,0.35816025
2900,0.35815621
2901,0.35815621
2902,0.35815621
2903,0.37384826
2904,0.37384826
2905,0.39014176
2906,0.39014176
2907,0.39014176
2908,0.37279136
2909,0.37279136
2910,0.36289221
2911,0.36289221
2912,0.35542021
2913,0.35571321
2914,0.35571321
2915,0.35595097
2916,0.35595097
2917,0.35595097
2918,0.37344132
2919,0.37344132
2920,0.39352947
2921,0.39352947
2922,0.39352947
2923,0.36746217
2924,0.36746217
2925,0.35752317
2926,0.35689017
2927,0.35689017
2928,0.35531006
2929,0.35449106
2930,0.36610901
2931,0.36610901
2932,0.36610901
2933,0.37222317
2934,0.37222317
2935,0.39468651
2936,0.39468651
2937,0.39468651
2938,0.39163841
2939,0.37710841
2940,0.36067731
2941,0.36067731
2942,0.36008231
2943,0.35890016
2944,0.35829716
2945,0.36727536
2946,0.36727536
2947,0.35753536
2948,0.37682126
2949,0.37682126
2950,0.39424466
2951,0.39424466
2952,0.39424466
2953,0.37423036
2954,0.36985036
2955,0.34419405
2956,0.34419405
2957,0.35207105
2958,0.34503371
2959,0.34503371
2960,0.34539811
2961,0.34539811
2962,0.34191811
2963,0.37955513
2964,0.37955513
2965,0.38360841
2966,0.38360841
2967,0.38360841
2968,0.37442702
2969,0.37442702
2970,0.37532607
2971,0.37309607
2972,0.34228207
2973,0.35556421
2974,0.35556421
2975,0.35736211
2976,0.35470711
2977,0.35470711
2978,0.36624321
2979,0.36624321
2980,0.38973847
2981,0.38973847
2982,0.38821847
2983,0.36283037
2984,0.36283037
2985,0.34998426
2986,0.34904626
2987,0.34904626
2988,0.35460001
2989,0.35393801
2990,0.35515121
2991,0.35515121
2992,0.35515121
2993,0.36786326
2994,0.36786326
2995,0.38356941
2996,0.38356941
2997,0.38356941
2998,0.36902511
2999,0.36902511
